Item Hex,Item Name
00001ede,Rad power skirt suit (purple)
00001edf,Rad power skirt suit (blue)
00001ee0,Rad power skirt suit (green)
00001ee1,Rad power skirt suit (yellow)
00001ee2,Rad power skirt suit (light blue)
00000c3f,Festive dress
00000c41,Fairy-tale dress (red)
000022a5,Fairy-tale dress (pink)
000022a6,Fairy-tale dress (yellow)
000022a7,Fairy-tale dress (green)
000022a8,Fairy-tale dress (blue)
000022a9,Fairy-tale dress (light blue)
000022aa,Fairy-tale dress (light green)
000022ab,Fairy-tale dress (orange)
00000c42,Maid dress (black)
00002040,Maid dress (green)
00002041,Maid dress (red)
00002042,Maid dress (brown)
00002043,Maid dress (mint)
00002044,Maid dress (pink)
00002045,Maid dress (purple)
00002046,Maid dress (yellow)
00000c46,Diner uniform (pink)
000022ac,Diner uniform (red)
000022ad,Diner uniform (blue)
000022ae,Diner uniform (yellow)
000022af,Diner uniform (aquamarine)
000022b0,Diner uniform (cream)
000022b1,Diner uniform (black)
00000c4a,Bunny dress (pink)
00002596,Bunny dress (yellow)
00002597,Bunny dress (white)
00000c57,Noble zap suit (pink)
00002509,Noble zap suit (blue)
0000250a,Noble zap suit (green)
0000250b,Noble zap suit (red)
0000250c,Noble zap suit (yellow)
0000250d,Noble zap suit (black)
0000250e,Noble zap suit (silver)
0000250f,Noble zap suit (white)
00000c5d,Bathrobe (white)
00001e89,Bathrobe (pink)
00001e8a,Bathrobe (blue)
00001e8b,Bathrobe (green)
00001e8c,Bathrobe (purple)
00001e8d,Bathrobe (black)
00001e8e,Bathrobe (brown)
00000c5e,Ballet outfit (pink)
000024c4,Ballet outfit (mint)
000024c5,Ballet outfit (blue)
000024c6,Ballet outfit (purple)
000024c7,Ballet outfit (black)
000024c8,Ballet outfit (white)
000024c9,Ballet outfit (yellow)
000024ca,Ballet outfit (red)
00000c5f,Cat dress (navy blue)
00002598,Cat dress (brown)
00002599,Cat dress (white)
00000c60,Alpinist dress (green)
000021a7,Alpinist dress (blue)
000021a8,Alpinist dress (red)
00000c61,Festive-tree dress (green & white)
00002510,Festive-tree dress (green & blue)
00002511,Festive-tree dress (green & red)
00002512,Festive-tree dress (pink)
00002513,Festive-tree dress (gold)
00002514,Festive-tree dress (silver)
00000ca0,Caveman tank (orange)
0000259a,Caveman tank (yellow)
0000259b,Caveman tank (gray)
00001af5,Flower-print dress (pink)
00002274,Flower-print dress (green)
00001ffb,Marble-dots dress (black)
00002067,Marble-dots dress (white)
00001ffc,Simple-dots dress (red)
00002f4a,Simple-dots dress (yellow)
00002f4b,Simple-dots dress (light blue)
00002f4c,Simple-dots dress (green)
00002f4d,Simple-dots dress (black)
00001ffd,Hibiscus muumuu (red)
00002f47,Hibiscus muumuu (yellow)
00002f48,Hibiscus muumuu (pink)
00001ffe,Bold muumuu (navy blue)
0000219c,Bold muumuu (pink)
0000213d,Simple checkered dress (pink)
00002f40,Simple checkered dress (green)
00002f41,Simple checkered dress (beige)
00000cbc,Princess dress (blue)
00002027,Princess dress (green)
00002028,Princess dress (yellow)
00002029,Princess dress (pink)
0000202a,Princess dress (purple)
0000202b,Princess dress (mint)
0000202c,Princess dress (orange)
0000202d,Princess dress (gray)
00002520,Lively plaid dress
00000cbd,Sleeveless sweater dress (gray)
00001f4a,Sleeveless sweater dress (black)
00001f4b,Sleeveless sweater dress (white)
00001f4c,Sleeveless sweater dress (purple)
00001f4d,Sleeveless sweater dress (light blue)
00001f4e,Sleeveless sweater dress (lime)
0000262a,Kandoora (white)
00002ed1,Kandoora (brown)
00002ed2,Kandoora (gray)
00002669,Junihitoe kimono
0000266a,Victorian dress (navy blue)
00002f2e,Victorian dress (green)
00002f2f,Victorian dress (beige)
00002f30,Victorian dress (red)
00002f31,Victorian dress (blue)
00002f32,Victorian dress (orange)
0000266b,Hakama with crest
0000266c,Apple dress
0000266d,Pear dress
0000266e,Cherry dress
0000266f,Peach dress
00002695,Labelle dress (twilight)
00002dce,Labelle dress (midnight)
00002dcf,Labelle dress (passion)
00002dd0,Labelle dress (ocean)
00002dd1,Labelle dress (sunset)
00002dd2,Labelle dress (love)
00000cd6,Strawberry dress (red)
00000cd7,Watermelon dress
00000cd8,Orange dress
00002b58,Pajama dress (navy blue)
00002e9b,Pajama dress (green)
00002e9c,Pajama dress (gray)
00002e9d,Pajama dress (berry red)
00002e9e,Pajama dress (brown)
00002bab,Visual-punk dress
00002a9a,Bekasab robe (red)
00002edb,Bekasab robe (blue)
00002edc,Bekasab robe (camel)
00002edd,Bekasab robe (purple)
00002a9b,Attus robe (blue)
00002ede,Attus robe (brown)
00002edf,Attus robe (red)
00002a9c,Bingata dress
00000cd9,Kiwi dress
00002a9e,Painter's coverall (beige)
00002ef5,Painter's coverall (green)
00002ef6,Painter's coverall (white)
00000cda,Grape dress
00000cdd,Pineapple dress
000030a0,Egg party dress
000030a1,Earth-egg outfit
000030a2,Stone-egg outfit
000030a3,Leaf-egg outfit
000030a4,Wood-egg outfit
000030a5,Sky-egg outfit
000030a6,Water-egg outfit
00000d13,Nurse's dress uniform (pink)
00001e70,Nurse's dress uniform (white)
00001e71,Nurse's dress uniform (blue)
00000d1a,PJ outfit (blue)
00001e8f,PJ outfit (navy blue)
00001e90,PJ outfit (gray)
00001e91,PJ outfit (green)
00001e92,PJ outfit (red)
00000d39,Ruffled dress (purple)
000021ec,Ruffled dress (black)
000021ed,Ruffled dress (red)
00000d3a,Shirtdress (navy blue)
000022f5,Shirtdress (beige)
000022f6,Shirtdress (olive)
00000d3b,Sleeveless shirtdress (blue)
000022f7,Sleeveless shirtdress (white)
000022f8,Sleeveless shirtdress (pink)
000022f9,Sleeveless shirtdress (lime)
00000d51,Jockey uniform (sash)
00002b7a,Jockey uniform (checkered)
00002b7b,Jockey uniform (diamonds)
00002b7c,Jockey uniform (ring)
00002b7d,Jockey uniform (stars)
00002b7e,Jockey uniform (double sash)
00002b7f,Jockey uniform (vertical stripes)
00002b80,Jockey uniform (zigzag)
00000d59,Bear costume (brown)
0000259c,Bear costume (black)
0000259d,Bear costume (pink)
0000259e,Bear costume (blue)
00000d5c,Firefighter uniform (black)
000024ef,Firefighter uniform (flame orange)
000024f0,Firefighter uniform (brown)
000024f1,Firefighter uniform (lime yellow)
000024f2,Firefighter uniform (avocado)
00000d5d,Frog costume (green)
0000259f,Frog costume (blue)
000025a0,Frog costume (red)
000025a1,Frog costume (yellow)
00000d60,Kappa costume (green)
000025a2,Kappa costume (pink)
00000d6b,Fashionable royal dress (green)
0000202e,Fashionable royal dress (blue)
0000202f,Fashionable royal dress (yellow)
00002030,Fashionable royal dress (pink)
00002031,Fashionable royal dress (purple)
00000d71,Palatial tank dress
00000d78,Jumper work suit (orange)
000024f3,Jumper work suit (red)
000024f4,Jumper work suit (blue)
000024f5,Jumper work suit (yellow)
000024f6,Jumper work suit (green)
000024f7,Jumper work suit (pink)
000024f8,Jumper work suit (brown)
000024f9,Jumper work suit (black)
00000d7a,Jester costume (purple & yellow)
00002521,Jester costume (black & white)
00002522,Jester costume (red & blue)
00002523,Jester costume (green & red)
00000d7b,Zap suit (pink)
00002d33,Zap suit (blue)
00002d34,Zap suit (green)
00002d35,Zap suit (red)
00002d36,Zap suit (yellow)
00002d37,Zap suit (black)
00002d38,Zap suit (silver)
00002d39,Zap suit (white)
00000d7c,Jinbei (dark blue)
000023f5,Jinbei (fuchsia)
000023f6,Jinbei (gray)
00000d84,Ninja costume (dark blue)
000023f7,Ninja costume (gray)
000023f8,Ninja costume (red)
000023f9,Ninja costume (purple)
000023fa,Ninja costume (aqua)
000023fb,Ninja costume (green)
000023fc,Ninja costume (yellow)
000023fd,Ninja costume (orange)
00000d86,Dragon suit
00000d88,Concierge uniform (green)
00001d15,Concierge uniform (red)
00001d16,Concierge uniform (white)
00001d17,Concierge uniform (brown)
00001d18,Concierge uniform (light blue)
00000d93,Flight-crew uniform (navy blue)
00001fb0,Flight-crew uniform (black)
00001fb1,Flight-crew uniform (light blue)
00001fb2,Flight-crew uniform (red)
00001fb3,Flight-crew uniform (gray)
00000da4,Mage's robe (black)
000021ee,Mage's robe (blue)
000021ef,Mage's robe (white)
000021f0,Mage's robe (red)
00000da5,Áo dài (white)
000023b5,Áo dài (navy blue)
000023b6,Áo dài (yellow)
000023b7,Áo dài (green)
000023b8,Áo dài (pink)
00000dd0,Pinafore (dark blue)
00002312,Pinafore (pink)
00002313,Pinafore (muslin)
00000dd2,Chima jeogori (vermilion)
000023b9,Chima jeogori (yellow-green)
000023ba,Chima jeogori (pink)
000023bb,Chima jeogori (blue)
000023bc,Chima jeogori (red)
00000ded,Security uniform
00000df2,Toga (red)
00001fbe,Toga (purple)
00000df4,Blossoming kimono (pink)
00002314,Blossoming kimono (green tea)
00000df5,Mysterious dress (purple)
000021f1,Mysterious dress (black)
000021f2,Mysterious dress (red)
00000df6,Chiton
00000df8,Moldy dress
00000df9,Pharaoh's outfit
00000e16,Desert outfit (purple)
00001fda,Desert outfit (blue)
00001fdb,Desert outfit (pink)
00001fdc,Desert outfit (yellow)
00000e17,Mummy outfit
00000e19,Bone costume
00000e1a,Wrestler uniform (red)
000021bb,Wrestler uniform (blue)
000021bc,Wrestler uniform (green)
000021bd,Wrestler uniform (pink)
000021be,Wrestler uniform (black)
000021bf,Wrestler uniform (yellow)
00000e1b,Baseball uniform (red)
00002b62,Baseball uniform (navy blue)
00002b63,Baseball uniform (green)
00002b64,Baseball uniform (orange)
00002b65,Baseball uniform (yellow)
00000e1c,Pilot's uniform (navy blue)
00001fb7,Pilot's uniform (black)
00001fb8,Pilot's uniform (light blue)
00000e1d,Suit of lights (black)
00002524,Suit of lights (red)
00002525,Suit of lights (blue)
00002526,Suit of lights (green)
00002527,Suit of lights (pink)
00000e1e,Milkmaid dress (red)
00001fdd,Milkmaid dress (green)
00001fde,Milkmaid dress (blue)
00000e34,Space suit
00000e47,Racing outfit (red)
000024fa,Racing outfit (blue)
000024fb,Racing outfit (yellow)
000024fc,Racing outfit (black)
00000e4c,Skirt with suspenders (red)
0000233e,Skirt with suspenders (orange)
0000233f,Skirt with suspenders (pink)
00002340,Skirt with suspenders (blue)
00002341,Skirt with suspenders (gray)
00000e4e,Box-skirt uniform (navy blue)
00001d94,Box-skirt uniform (black)
00001d95,Box-skirt uniform (light blue)
00001d96,Box-skirt uniform (green)
00001d97,Box-skirt uniform (gray)
00001d98,Box-skirt uniform (red)
00001d99,Box-skirt uniform (brown)
00000e54,Denim overalls (blue)
000024fd,Denim overalls (brown)
000024fe,Denim overalls (beige)
000024ff,Denim overalls (avocado)
00002500,Denim overalls (white)
00002501,Denim overalls (orange)
00002502,Denim overalls (red)
00002503,Denim overalls (black)
00000e59,Sailor-collar dress (white)
000022b2,Sailor-collar dress (navy blue)
000022b3,Sailor-collar dress (blue)
000022b4,Sailor-collar dress (pink)
00000e65,Sari (garnet)
000023bd,Sari (aquamarine)
000023be,Sari (topaz)
000023bf,Sari (amethyst)
00000e66,Adventure dress
00000e70,Sweetheart dress (navy blue)
00002342,Sweetheart dress (peacock blue)
00002343,Sweetheart dress (beige)
00002344,Sweetheart dress (greige)
00002345,Sweetheart dress (moss green)
00000e77,Fairy dress (green)
00001fbf,Fairy dress (pink)
00001fc0,Fairy dress (yellow)
00001fc1,Fairy dress (mint)
00001fc2,Fairy dress (purple)
00000e7b,Suspender outfit (blue)
000021b0,Suspender outfit (gray)
000021b1,Suspender outfit (pink)
000021b2,Suspender outfit (black)
000021b3,Suspender outfit (light green)
0000104b,Sprite costume (green)
00001fc3,Sprite costume (red)
00001fc4,Sprite costume (brown)
00001fc5,Sprite costume (blue)
00001fc6,Sprite costume (yellow)
00001fc7,Sprite costume (pink)
00001fc8,Sprite costume (mint)
00001098,Nightgown (blue)
00001fc9,Nightgown (pink)
00002e9f,Nightgown (purple)
00002ea0,Nightgown (beige)
00002ea1,Nightgown (white)
00001099,Judogi (white)
000023fe,Judogi (blue)
000010a6,Striped dress (black)
00001e59,Striped dress (orange)
00001e5a,Striped dress (blue)
00001e5b,Striped dress (yellow)
00001e5c,Striped dress (red)
00001e5d,Striped dress (gray)
00001e5e,Striped dress (green)
00001e5f,Striped dress (pink)
000010a9,Linen dress (black)
0000218a,Linen dress (red)
0000218b,Linen dress (mustard)
0000218c,Linen dress (white)
0000218d,Linen dress (blue)
000010b1,Wizard's robe (blue)
000021f3,Wizard's robe (purple)
000010c2,Striped halter dress (pink)
00001e69,Striped halter dress (green)
00001e6a,Striped halter dress (orange)
00001e6b,Striped halter dress (light blue)
000010c4,Miko attire (vermilion)
00002315,Miko attire (aqua)
000010cc,Retro sleeveless dress (yellow)
00001ec5,Retro sleeveless dress (green)
00001ec6,Retro sleeveless dress (red)
00001ec7,Retro sleeveless dress (pink)
00001ec8,Retro sleeveless dress (blue)
000010df,Hakama (plum)
00002316,Hakama (green)
00002317,Hakama (dark blue)
000010e4,Full-body tights (black)
000021c0,Full-body tights (white)
000021c1,Full-body tights (red)
000021c2,Full-body tights (blue)
000021c3,Full-body tights (green)
000021c4,Full-body tights (pink)
000021c5,Full-body tights (gold)
000021c6,Full-body tights (silver)
000010e8,Fishing waders (avocado)
000021b4,Fishing waders (orange)
000021b5,Fishing waders (navy blue)
000021b6,Fishing waders (gray)
000010ec,Magical dress (pink)
000021f4,Magical dress (yellow)
000021f5,Magical dress (green)
000021f6,Magical dress (blue)
000021f7,Magical dress (red)
000021f8,Magical dress (purple)
000021f9,Magical dress (black)
000021fa,Magical dress (light blue)
000010ee,Bolero coat (pink)
000020f9,Bolero coat (yellow)
000020fa,Bolero coat (blue)
000020fb,Bolero coat (green)
000010f0,Office uniform (blue)
00002346,Office uniform (pink)
00002347,Office uniform (gray)
000010f5,Full-length dress with pearls (black)
00001f02,Full-length dress with pearls (berry red)
00001f03,Full-length dress with pearls (beige)
00001f04,Full-length dress with pearls (green)
000010f6,Casual kimono (dark blue)
000023ff,Casual kimono (aqua)
00002400,Casual kimono (green)
00002401,Casual kimono (mustard)
000010f8,Frugal dress (brown)
00001fca,Frugal dress (green)
00001fcb,Frugal dress (blue-gray)
000010f9,Frugal outfit (brown)
00001fcc,Frugal outfit (green)
00001fcd,Frugal outfit (blue-gray)
000010fb,Chic tuxedo dress (black)
00002054,Chic tuxedo dress (pink)
00002055,Chic tuxedo dress (red)
00002056,Chic tuxedo dress (light blue)
00001107,Fleece pj's (pink)
00001e93,Fleece pj's (beige)
00001108,Long pleather coat (black)
00002455,Long pleather coat (purple)
00002456,Long pleather coat (brown)
00001109,Bath-towel wrap (pink)
00001e83,Bath-towel wrap (white)
00001e84,Bath-towel wrap (blue)
00001e85,Bath-towel wrap (green)
00001e86,Bath-towel wrap (purple)
00001e87,Bath-towel wrap (black)
00001e88,Bath-towel wrap (brown)
0000112c,Loose fall dress (red)
000022fa,Loose fall dress (peacock blue)
000022fb,Loose fall dress (orange)
000022fc,Loose fall dress (blue)
0000112f,Plaid-print dress (fancy plaid)
000024cb,Plaid-print dress (energetic plaid)
000024cc,Plaid-print dress (dreamy plaid)
000024cd,Plaid-print dress (sweet plaid)
00001133,Frilly dress (pink)
0000218e,Frilly dress (brown)
0000218f,Frilly dress (green)
00002190,Frilly dress (yellow)
00001136,Dollhouse dress (yellow)
000024ce,Dollhouse dress (red)
000024cf,Dollhouse dress (green)
000024d0,Dollhouse dress (pink)
000024d1,Dollhouse dress (purple)
000024d2,Dollhouse dress (sky blue)
000024d3,Dollhouse dress (light blue)
00001139,Bohemian tunic dress (red)
00002191,Bohemian tunic dress (navy blue)
00002192,Bohemian tunic dress (green)
00001148,Oversized-sweats dress (red)
00001f34,Oversized-sweats dress (light blue)
00001f35,Oversized-sweats dress (yellow)
00001f36,Oversized-sweats dress (orange)
00001f37,Oversized-sweats dress (pink)
0000114f,Sheep costume (white)
000025a3,Sheep costume (pink)
000025a4,Sheep costume (light blue)
000025a5,Sheep costume (brown)
00001150,Sunflower dress (white)
000024d4,Sunflower dress (orange)
000024d5,Sunflower dress (navy blue)
0000115b,Alpinist overalls (green)
000021b7,Alpinist overalls (blue)
000021b8,Alpinist overalls (red)
00001161,Star costume (white)
00002528,Star costume (black)
00002529,Star costume (red)
0000252a,Star costume (navy blue)
0000252b,Star costume (yellow)
00001172,Layered sleeveless dress (moss green)
000020b9,Layered sleeveless dress (orange)
000020ba,Layered sleeveless dress (pink)
00001173,Tiger-face tee dress (black)
000020bb,Tiger-face tee dress (white)
000020bc,Tiger-face tee dress (purple)
000020bd,Tiger-face tee dress (pink)
000020be,Tiger-face tee dress (yellow)
00001174,Parka and shirtdress (blue)
00001f38,Parka and shirtdress (yellow)
00001f39,Parka and shirtdress (red)
00001176,Baby romper (baby mint)
00001e94,Baby romper (baby purple)
00001e95,Baby romper (baby yellow)
00001e96,Baby romper (baby green)
00001e97,Baby romper (baby pink)
00001e98,Baby romper (baby gray)
00001e99,Baby romper (baby blue)
00001e9a,Baby romper (baby orange)
00001177,Tight punk outfit (black)
0000217b,Tight punk outfit (red)
0000117b,Superhero uniform (blue)
00002515,Superhero uniform (red)
00002516,Superhero uniform (black)
00002517,Superhero uniform (green)
00001184,China poblana
00001189,Shawl-and-dress combo (black)
00002193,Shawl-and-dress combo (ochre)
00002194,Shawl-and-dress combo (green)
00002195,Shawl-and-dress combo (red)
0000119a,Pintuck-pleated dress (pink)
000022b5,Pintuck-pleated dress (lime)
000022b6,Pintuck-pleated dress (green)
000022b7,Pintuck-pleated dress (purple)
000022b8,Pintuck-pleated dress (light blue)
000022b9,Pintuck-pleated dress (brown)
000011a8,Maxi shirtdress (yellow)
000022fd,Maxi shirtdress (red)
000022fe,Maxi shirtdress (green)
000022ff,Maxi shirtdress (light blue)
00002300,Maxi shirtdress (white)
00002301,Maxi shirtdress (pink)
000011cb,Long denim cardigan (gray)
00002138,Long denim cardigan (pink)
00002139,Long denim cardigan (yellow)
000011cc,Oversized print dress (pink)
00001eed,Oversized print dress (blue)
00001eee,Oversized print dress (green)
00001eef,Oversized print dress (brown)
00001ef0,Oversized print dress (orange)
00001ef1,Oversized print dress (beige)
000011cd,Retro A-line dress (pink)
00001ee4,Retro A-line dress (blue)
00001ee5,Retro A-line dress (light blue)
00001ee6,Retro A-line dress (yellow)
00001ee7,Retro A-line dress (black)
000011cf,Tee dress (black)
000020bf,Tee dress (beige)
000020c0,Tee dress (navy blue)
000020c1,Tee dress (white)
000020c2,Tee dress (olive)
000020c3,Tee dress (red)
000011d3,Visual-punk outfit
000011da,Floral lace dress (light blue)
000022ba,Floral lace dress (pink)
000022bb,Floral lace dress (blue)
000022bc,Floral lace dress (ruby red)
000022bd,Floral lace dress (orange)
000022be,Floral lace dress (green)
000022bf,Floral lace dress (purple)
000022c0,Floral lace dress (black)
000011e1,Caterpillar costume (green)
000025a6,Caterpillar costume (yellow)
000025a7,Caterpillar costume (rainbow)
000011e3,House-print dress (white)
0000226a,House-print dress (yellow)
000011e8,Forest-print dress (green)
0000226b,Forest-print dress (brown)
0000226c,Forest-print dress (purple)
0000226d,Forest-print dress (pink)
0000226e,Forest-print dress (pale blue)
000011ea,Rugby uniform (red & white)
00001dcd,Rugby uniform (blue & white)
00001dce,Rugby uniform (green & white)
00001dcf,Rugby uniform (orange & white)
00001dd0,Rugby uniform (red & black)
00001dd1,Rugby uniform (blue & black)
00001dd2,Rugby uniform (green & black)
00001dd3,Rugby uniform (orange & black)
000011ec,Iron armor
000011ed,Long down coat (black)
00002086,Long down coat (green)
00002087,Long down coat (white)
00002088,Long down coat (purple)
00002089,Long down coat (beige)
000011ee,Gold armor
000011f2,Peacoat-and-skirt combo (blue)
00002302,Peacoat-and-skirt combo (red)
000011f4,Casual chic dress (yellow)
00002196,Casual chic dress (light blue)
00002197,Casual chic dress (pink)
00002198,Casual chic dress (green)
00002199,Casual chic dress (navy blue)
0000219a,Casual chic dress (purple)
000011fb,Folk-dance outfit
000011fc,Boa parka (mint)
00001f2d,Boa parka (purple)
00001f2e,Boa parka (gray)
00001f2f,Boa parka (pink)
000011fe,Balmacaan coat (avocado)
0000245a,Balmacaan coat (beige)
0000245b,Balmacaan coat (navy blue)
00001203,Desert-princess outfit (blue)
00001fdf,Desert-princess outfit (purple)
00001fe0,Desert-princess outfit (pink)
00001fe1,Desert-princess outfit (yellow)
00001208,Zigzag-print dress (purple)
0000226f,Zigzag-print dress (green)
00002270,Zigzag-print dress (orange)
00002271,Zigzag-print dress (coral)
00002272,Zigzag-print dress (lime)
00002273,Zigzag-print dress (brown)
00001209,Shorts outfit (brown)
00001f56,Shorts outfit (light blue)
00001f57,Shorts outfit (blue)
00001f58,Shorts outfit (pink)
00001f59,Shorts outfit (black)
00001228,Icy dress
0000122a,Cold-country dress (blue)
00001fe2,Cold-country dress (green)
00001fe3,Cold-country dress (red)
0000122d,Mariachi clothing (navy blue)
00001fe4,Mariachi clothing (green)
00001fe5,Mariachi clothing (beige)
00001fe6,Mariachi clothing (red)
00001fe7,Mariachi clothing (blue)
00001fe8,Mariachi clothing (orange)
0000122f,Marble-print dress (blue)
00001ef6,Marble-print dress (pink)
00001ef7,Marble-print dress (green)
00001ef8,Marble-print dress (orange)
00001ef9,Marble-print dress (purple)
00001231,Shell dress (pink)
00002036,Shell dress (blue)
00002037,Shell dress (yellow)
00002038,Shell dress (mint)
00002039,Shell dress (red)
0000203a,Shell dress (purple)
00001242,Long chenille cardigan (mustard)
00001f5a,Long chenille cardigan (blue)
00001f5b,Long chenille cardigan (pink)
00001f5c,Long chenille cardigan (green)
0000124e,Sweet dress (white)
00002518,Sweet dress (purple)
00001267,Impish costume (black)
00002519,Impish costume (red)
00001279,Striped maxi dress (red)
00001e66,Striped maxi dress (blue)
00001e67,Striped maxi dress (green)
00001e68,Striped maxi dress (orange)
0000127b,Checkered jumper dress (red)
00002308,Checkered jumper dress (green)
00002309,Checkered jumper dress (yellow)
0000230a,Checkered jumper dress (beige)
00001281,Lacy dress (blue)
000020ac,Lacy dress (yellow)
000020ad,Lacy dress (pink)
00001284,Clover dress (green)
000024d6,Clover dress (dark green)
000012b7,Elegant dress (purple)
00001fce,Elegant dress (blue)
00001fcf,Elegant dress (green)
00001fd0,Elegant dress (berry red)
00001fd1,Elegant dress (pink)
00001407,Wrestling singlet (red)
000021c7,Wrestling singlet (blue)
000021c8,Wrestling singlet (green)
0000140b,Sleeveless silk dress (red)
000023c0,Sleeveless silk dress (green)
000023c1,Sleeveless silk dress (navy blue)
000023c2,Sleeveless silk dress (white)
000023c3,Sleeveless silk dress (pink)
000023c4,Sleeveless silk dress (light blue)
000023c5,Sleeveless silk dress (yellow)
0000140f,Astro dress (blue)
00001ed2,Astro dress (green)
00001ed3,Astro dress (pink)
000014a7,Hot-dog costume
000014a8,Coveralls with arm covers (green)
0000258a,Coveralls with arm covers (blue)
0000258b,Coveralls with arm covers (orange)
0000258c,Coveralls with arm covers (pink)
0000258d,Coveralls with arm covers (purple)
000014e6,Stylish jumpsuit (black)
0000234f,Stylish jumpsuit (gray)
00002350,Stylish jumpsuit (beige)
00002351,Stylish jumpsuit (avocado)
00002352,Stylish jumpsuit (pink)
0000150b,Instant-muscles suit (purple)
000021cb,Instant-muscles suit (green)
000021cc,Instant-muscles suit (light blue)
000021cd,Instant-muscles suit (orange)
000021ce,Instant-muscles suit (lime)
000021cf,Instant-muscles suit (red)
000021d0,Instant-muscles suit (blue)
000021d1,Instant-muscles suit (yellow)
0000150f,Cyber suit (blue)
000021d2,Cyber suit (yellow)
000021d3,Cyber suit (pink)
00001511,Figure-skating dress (blue)
0000252c,Figure-skating dress (red)
0000252d,Figure-skating dress (green)
0000252e,Figure-skating dress (purple)
0000252f,Figure-skating dress (pink)
00002530,Figure-skating dress (yellow)
00002531,Figure-skating dress (black)
0000151c,Figure-skating costume (blue)
00002532,Figure-skating costume (red)
00002533,Figure-skating costume (green)
00002534,Figure-skating costume (purple)
00002535,Figure-skating costume (pink)
00002536,Figure-skating costume (yellow)
00002537,Figure-skating costume (black)
00001530,Power suit (red)
00002d2c,Power suit (blue)
00002d2d,Power suit (green)
00002d2e,Power suit (black)
00001538,Renaissance dress (red)
00001fe9,Renaissance dress (green)
00001fea,Renaissance dress (blue)
00001feb,Renaissance dress (navy blue)
00001fec,Renaissance dress (pink)
00001fed,Renaissance dress (purple)
00001542,Cold-country bunad (blue)
00001fee,Cold-country bunad (green)
00001fef,Cold-country bunad (red)
00001555,Fancy kimono (vermilion)
00002318,Fancy kimono (green)
00002319,Fancy kimono (indigo blue)
0000231a,Fancy kimono (pink)
0000231b,Fancy kimono (purple)
0000231c,Fancy kimono (aqua)
0000231d,Fancy kimono (pale orange)
0000231e,Fancy kimono (parrot green)
0000158e,Ancient belted robe (blue)
000023c6,Ancient belted robe (green)
000023c7,Ancient belted robe (beige)
000023c8,Ancient belted robe (white)
000023c9,Ancient belted robe (purple)
0000158f,Ancient sashed robe (green)
000023ca,Ancient sashed robe (pink)
000023cb,Ancient sashed robe (red)
000023cc,Ancient sashed robe (blue)
000023cd,Ancient sashed robe (purple)
000015bf,School smock
000015ea,Rumba costume (red)
00002d3a,Rumba costume (orange)
00002d3b,Rumba costume (pink)
0000160c,Baby-chick costume (yellow)
000025a8,Baby-chick costume (blue)
000025a9,Baby-chick costume (beige)
0000160d,Rumba dress (red)
