Item Hex,Item Name
000005a0,Lunar lander
000005a1,Rocket
000005a2,Lunar rover
000005a3,Satellite
000005a4,Space shuttle
000005a5,Astronaut suit
000005a7,Flying saucer
000005a9,Cello
000005ac,Weight bench
000005b0,Judge's bell
000005d7,Dolly
000005db,Papa bear
000005dc,Mama bear
000005dd,Baby bear
000005e0,Giant teddy bear
000005e3,Teacup ride
000005e5,Robot hero
00000615,Wooden-block bed
00000616,Wooden-block bookshelf
00000617,Wooden-block bench
00000619,Wooden-block chest
0000061d,Wooden-block table
0000061f,Oil barrel
0000063e,Exercise ball
00000646,Serving cart
00000654,Hammock
00000655,Lawn chair
00000658,Garden gnome
00000659,Iron garden bench
0000065a,Iron garden chair
0000065b,Iron garden table
0000065c,Garden lantern
0000065f,Garden faucet
00000660,Golf bag
0000066c,Rock guitar
0000066d,Electric guitar
00000674,Matryoshka
000006ac,Cassette player
000006d0,Wall clock
000006d6,Document stack
000006d9,Aroma pot
000006dd,Claw-foot tub
000006df,Stack of books
000006f2,Clothesline pole
000006f3,Table with cloth
000006f7,Corkboard
00000700,Cushion
00000705,Decoy duck
00000706,Dinnerware
00000707,Doghouse
0000070a,Drink machine
0000070b,Drum set
0000070c,Electric bass
00000718,Changing room
0000071f,Trash bags
00000725,Cypress plant
0000072c,Humidifier
0000072e,Ironing set
00000730,Whirlpool bath
00000735,Simple kettle
00000739,Kotatsu
0000073a,Laptop
0000073b,Rocket lamp
0000073c,Box sofa
0000073d,Box corner sofa
00000745,Stacked magazines
0000074a,Menu chalkboard
0000074c,Desk mirror
0000074e,Mug
00000753,Grand piano
00000759,Plastic canister
00000760,Rice cooker
00000761,Ring
00000764,Hourglass
0000076b,Autograph cards
00000779,Wooden chair
00000789,Toilet
000007da,Ball
000007dc,Chalkboard
000007dd,Lecture-hall bench
000007de,Lecture-hall desk
000007e4,Director's chair
0000090f,Drinking fountain
00000916,Water pump
00000919,Tire toy
0000091d,Solar panel
0000091f,Lighthouse
00000930,Parabolic antenna
000009f9,Iron frame
000009fa,Double sofa
000009fb,Garbage can
000009fc,Garbage pail
000009fe,Wooden-block chair
000009ff,Pot
00000a00,Wooden chest
00000a01,Floor lamp
00000a02,Candle
00000a1a,Natural garden chair
00000a20,Tin bucket
00000a24,Juicy-apple TV
00000a2d,Wooden simple bed
00000a36,Mountain bike
00000a99,Refrigerator
00000aab,Digital alarm clock
00000ab0,Retro fan
00000ab4,Automatic washer
00000ac2,Simple well
00000ad2,Chessboard
00000ad3,Round space heater
00000ad4,Fancy violin
00000ad7,Squat toilet
00000ad8,Tankless toilet
00000bf8,Cooler box
00000bf9,Gold bars
00000c06,Tourist telescope
00000c32,Mini DIY workbench
00000c77,Ironwood table
00000c79,Ironwood chair
00000c7a,Ironwood low table
00000c7b,Ironwood cart
00000c7c,Ironwood dresser
00000c80,Ironwood bed
00000c85,Wooden-block stereo
00000c86,Wooden-block toy
00000c88,Wooden-block wall clock
00000c9d,Clothesline
00000c9e,Futon
00000cb3,Gas range
00000cb4,LCD TV (50 in.)
00000cc6,Ironwood kitchenette
00000cc7,Ironwood cupboard
00000ccb,Ironwood clock
00000cd2,Pop-up toaster
00000ce9,Baby chair
00000ceb,Digital scale
00000d05,LCD TV (20 in.)
00000d0c,Deer decoration
00000d10,Steamer-basket set
00000d11,Lifeguard chair
00000d12,Public bench
00000d14,Platic pool
00000d44,Natural garden table
00000d45,Stone table
00000d46,Stone stool
00000d47,Intercom monitor
00000d48,Dish-drying rack
00000d4e,Beekeeper's hive
00000d4f,Katana
00000d52,Small cardboard boxes
00000d53,Medium cardboard boxes
00000d54,Large cardboard boxes
00000d57,Termite mound
00000d58,Soft-serve lamp
00000d64,Wall-mounted TV (50 in.)
00000d66,Playground gym
00000d67,Wall fan
00000d6c,Wooden wardrobe
00000d6e,Wooden end table
00000d6f,Wooden table
00000d72,Sturdy sewing box
00000d73,Sewing project
00000d74,Wheelchair
00000d75,Standard umbrella stand
00000d76,Western-style stone
00000d79,Wooden stool
00000d8b,Tea set
00000d8c,Beach towel
00000d8f,Switch
00000d90,Golden toilet
00000d91,Golden seat
00000da2,Wooden waste bin
00000da9,Frozen table
00000daa,Frozen patition
00000dab,Frozen arch
00000dac,Frozen pillar
00000dad,Frozen sculpture
00000dae,Frozen bed
00000daf,Frozen chair
00000db0,Frozen tree
00000db1,Frozen counter
00000db5,Garden bench
00000ddf,Bamboo shelf
00000de1,Bamboo partition
00000de2,Bamboo candleholder
00000de3,Bamboo doll
00000de4,Bamboo stopblock
00000de5,Bamboo floor lamp
00000de6,Bamboo wall decoration
00000de7,Iron wall lamp
00000de8,Iron worktable
00000de9,Iron hanger stand
00000dea,Iron wall rack
00000deb,Iron shelf
00000dfc,Bonsai shelf
00000dfd,Fish-drying rack
00000dfe,Book
00000dff,Fishing-boat flag
00000e00,Writing poster
00000e02,Magazine
00000e03,Fishing-rod stand
00000e04,Signpost
00000e06,Desktop computer
00000e07,Birthday candles
00000e08,Birthday cake
00000e09,Birthday table
00000e0a,Birthday sign
00000e0b,Park clock
00000e0c,Pool
00000e1f,Open-frame kitchen
00000e20,System kitchen
00000e21,Stall
00000e22,Cutting board
00000e23,Soup kettle
00000e24,Toy cockroach
00000e25,Loft bed with desk
00000e26,Floor seat
00000e27,Toy box
00000e28,Cute bed
00000e46,Oil lamp
00000e4a,Bamboo basket
00000e58,Cardboard box
00000e5b,Hay bed
00000e61,Piano bench
00000e63,Plain sink
00000e64,Coconut juice
00000e69,Sauna heater
00000e6c,Plain wooden shop sign
00000e71,Portable radio
00000e73,Fish print
00000e75,Writing desk
00000e76,Writing chair
00000ebc,Golden candlestick
00000ebd,Terrarium
00000ebe,Libra scale
00000ebf,Hanging terrarium
00000ec0,Brick well
00000ec7,Den desk
00000ec8,Den chair
00000ec9,Potted ivy
00000eda,Pine bonsai tree
00000edd,Mush parasol
00000ede,Mush partition
00000ee0,Mush log
00000ee2,Golden dishes
00000ee8,Streetlamp
00000ee9,Spider web
00000eea,Pennant
00000eeb,Oil-barrel bathtub
00000eec,Fan
00000eed,Air circulator
00000eee,Pro tape recorder
00000f67,Ironwood DIY workbench
00000f6a,Outdoor table
00000f6b,Outdoor bench
00000f6c,Accessories stand
00000f6d,Anthurium plant
00000f6e,Antique chair
00000f6f,Antique console table
00000f70,Antique table
00000f71,Antique phone
00000f72,Antique clock
00000f73,Antique vanity
00000f74,Antique bureau
00000f75,Antique bed
00000f76,Antique mini table
00000f77,Antique wardrobe
00000f78,Handy water cooler
00000f79,Fortune-telling set
00000f7a,Inflatable sofa
00000f7b,Film projector
00000f7d,Painting set
00000f7e,Big festive tree
00000f7f,Broom and dustpan
00000f80,Homework set
00000f81,Toy centipede
00000f82,Imperial decorative shelves
00000f83,Imperial partition
00000f84,Imperial chest
00000f85,Imperial bed
00000f86,Imperial low table
00000f87,Orange end table
00000f88,Orange wall-mounted clock
00000f89,Shell arch
00000f8a,Shell partition
00000f8b,Shell stool
00000f8c,Shell table
00000f8e,Shell fountain
00000f8f,Shell bed
00000f90,Shell lamp
00000f92,Wall-mounted TV (20 in.)
00000f93,Wall-mounted phone
00000f97,Festive tree
00000f98,Key holder
00000f99,Analog kitchen scale
00000f9b,Cute DIY table
00000f9c,Cute wall-mounted clock
00000f9d,Cute wardrobe
00000f9e,Cute sofa
00000f9f,Cute chair
00000fa0,Cute tea table
00000fa1,Cute vanity
00000fa2,Cute floor lamp
00000fa3,Cute music player
00000fa6,Climbing wall
00000fa8,Kettle bathtub
00000fa9,Cordless phone
00000fab,Cherry speakers
00000fac,Cherry lamp
00000fad,Punching bag
00000fae,Folding floor lamp
00000faf,Shower booth
00000fb0,Lab-experiments set
00000fb1,Shower set
00000fb3,Stand mixer
00000fb7,Pants press
00000fb9,Unglazed dish set
00000fba,Utility sink
00000fbb,Floral swag
00000fbc,Retro radiator
00000fbd,Rotary phone
00000fbe,Bathroom towel rack
00000fc1,Traditional tea set
00000fc2,Scattered papers
00000fc3,Log garden lounge
00000fc4,Log decorative shelves
00000fc5,Log wall-mounted clock
00000fc6,Log stool
00000fc7,Log sofa
00000fc8,Log dining table
00000fc9,Log bed
00000fca,Log bench
00000fcb,Log round table
00000fcc,Log extra-long sofa
00000fcd,Rattan waste bin
00000fce,Rattan end table
00000fcf,Rattan stool
00000fd0,Rattan towel basket
00000fd1,Rattan wardrobe
00000fd2,Rattan table lamp
00000fd3,Rattan vanity
00000fd4,Rattan bed
00000fd5,Rattan armchair
00000fd6,Rattan low table
00000fe2,Illuminated tree
00000fe3,Tabletop festive tree
00000fe4,Table setting
00000fe5,Table lamp
00000fe6,Street organ
00000fe7,Electronics kit
00000fe8,Toilet-cleaning set
00000fe9,Classic pitcher
00000fea,Illuminated reindeer
00000feb,Gong
00000fec,Nail-art set
00000fed,Party garland
00000fee,Barbell
00000ff0,Long bathtub
00000ff1,Camping cot
00000ffd,Bamboo drum
00000ffe,Floating-biotope planter
00001002,Bidet
00001003,Formal paper
00001004,Fire pit
00001005,Fax machine
00001006,Poolside bed
00001008,Frying pan
00001009,Plasma ball
0000100a,Pendulum clock
0000100b,Infused-water dispenser
0000100c,Illuminated present
0000100d,Double-door refrigerator
0000100e,Essay set
0000100f,Old-fashioned alarm clock
00001011,Hose reel
00001012,Tissue box
00001014,Whiteboard
00001015,Wood-burning stove
00001016,Magnetic knife rack
00001017,Macrame tapestry
00001019,Marimba
0000101a,Cartoonist's set
0000101b,Mini-cactus set
0000101c,Wooden fish
0000101d,Wooden bookshelf
0000101f,Peach chair
00001020,Peach suprise box
00001021,Monstera
00001022,Coconut wall planter
00001023,Illuminated snowflakes
00001024,Yucca
00001025,Double-sided wall clock
00001026,Apple chair
00001027,Freezer
00001029,Diner chair
0000102a,Diner counter chair
0000102b,Diner counter table
0000102c,Retro gas pump
0000102d,Diner sofa
0000102e,Diner dining table
0000102f,Diner neon sign
00001030,Diner neon clock
00001082,Basketball hoop
00001086,Glass holder with candle
000010ad,Green-leaf pile
000010ae,Yellow-leaf pile
000010af,Red-leaf pile
000010b7,Frozen-treat set
000010d4,Unfinished puzzle
000010d5,Destinations signpost
000010f2,Portable record player
0000111b,Springy ride-on
0000111d,Football
00001128,Magic kit
00001129,Old-fashioned washtub
0000113c,Cotton-candy stall
00001159,Diner mini table
0000115d,Vintage TV tray
000011c2,Pear bed
000011dc,Shaded floor lamp
0000124f,Toolbox
00001264,Mush low stool
0000126f,Celebratory candles
00001272,Monster statue
00001291,Throwback wrestling figure
00001292,Throwback gothic mirror
00001294,Throwback wall clock
00001295,Throwback skull radio
00001296,Throwback mitt chair
00001297,Throwback race-car bed
00001298,Throwback hat table
00001299,Throwback rocket
0000129a,Throwback container
0000129b,Throwback dino screen
0000141e,Shell speaker
0000142d,Wall-mounted candle
000014d9,Three-tiered snowperson
000014da,Simple panel
000015a7,Wooden-block stool
00001603,Tiny libary
00001604,Wooden-plank sign
0000162c,Crewed spaceship
000016fc,とたけけのスツール
0000172b,Jail bars
00001735,Golden dung beetle
00001742,Aries rocking chair
00001743,Virgo harp
00001744,Aquarius urn
00001745,Capricorn ornament
00001746,Sagittarius arrow
00001747,Cancer table
00001748,Gemini closet
00001749,Taurus bathtub
0000174a,Scorpio lamp
0000174b,Pisces lamp
0000174c,Leo sculpture
00001752,Firewood
00001754,Wild log bench
00001755,Log stakes
00001757,Traditional balancing toy
00001758,Bamboo sphere
00001759,Bamboo-shoot lamp
0000175a,Bamboo lunch box
0000175b,Bamboo noodle slide
0000178e,Cherry-blossom bonsai
0000178f,Cherry-blossom branches
00001790,Cherry-blossom-petal pile
00001791,Outdoor picnic set
000017bb,Tree's bounty mobile
000017be,Tree's bounty lamp
000017bf,Tree's bounty little tree
000017c0,Tree's bounty big tree
000017c1,Tree's bounty arch
00001a9d,とたけけライブのイス
00001aa2,Ornament mobile
00001aaa,Nova light
00001aab,Starry garland
00001aad,Crescent-moon chair
00001aaf,Blossom-viewing lantern
00001ab0,Cherry-blossom clock
00001b78,Gold HHA trophy
00001b7b,Gold HHA plaque
00001b7c,Silver HHA plaque
00001b7d,Bronze HHA plaque
00001b80,HHA pennant
00001b83,Stonehenge
00001b85,Pecycled-can thumb piano
00001b87,Zen cushion
00001b88,Pile of zen cushions
00001bba,Bronze HHA trohpy
00001bbc,Silver HHA trophy
00001bdc,Wooden double bed
00001bdd,Wooden mini table
00001bde,Wooden low table
00001bdf,Floor light
00001be0,Cat grass
00001be1,Wooden full-length mirror
00001be2,Mom's tea cozy
00001be3,Mom's art
00001be4,Mom's tissue box
00001be5,Mom's pen stand
00001be6,Simple DIY workbench
00001be7,Mom's candle set
00001be8,Mom's cushion
00001be9,Mom's embroidery
00001bea,Mom's homemade cake
00001beb,Mom's plushie
00001bec,Life ring
00001bee,Blue corner
00001bef,Red corner
00001bf0,Neutral corner
00001bf1,Cypress bathtub
00001bf7,Cardboard sofa
00001bf8,Cardboard table
00001bf9,Cardboard bed
00001bfb,Cardboard chair
00001c15,Studio spotlight
00001c16,Studio wall spotlight
00001c3d,Handcart
00001c3e,Cosmos shower
00001c3f,Tulip suprise box
00001c40,Mum cushion
00001c41,Windflower fan
00001c42,Hyacinth lamp
00001c43,Rose bed
00001c44,Lily record player
00001c45,Pansy table
00001c46,Anchor statue
00001c4f,Silo
00001c55,Star clock
00001c59,Pedal board
00001c5a,Modeling clay
00001c5b,Palm-tree lamp
00001c5c,Floor sign
00001c5d,Trophy case
00001c5e,Metal can
00001c60,Champion's pennant
00001c70,Gears
00001c71,Sleigh
00001c72,Hanging scroll
00001c74,Nutcracker
00001c95,Zen-style stone
00001cd3,Wind turbine
00001cde,Leaf stool
00001cdf,Tatami bed
00001ce0,Candy machine
00001ce1,Pond stone
00001cf0,Maple-leaf pond stone
00001cf1,Cherry-blossom pond stone
00001d1c,Raccoon figurine
00001d1d,Aluminum briefcase
00001d1e,Wooden toolbox
00001d65,Tool shelf
00001d66,Outdoor generator
00001d67,Flower stand
00001d68,Tool cart
00001d69,Folding chair
00001d6b,Ironing board
00001d6f,Kettlebell
00001daf,Board game
00001de5,Speed bag
00001de6,Electric kick scooter
00001e01,Loom
00001e02,Kimono stand
00001e6c,Leaf campfire
00001e6d,Drying rack
00001e73,Stone lion-dog
00001e74,Imperial dining table
00001e75,Imperial dining chair
00001e78,Protein shaker bottle
00001e79,Pet food bowl
00001e7a,Pet bed
00001e7b,Kitty litter box
00001e7c,Knife block
00001e7d,Butter churn
00001e9e,Fresh cooler
00001e9f,Artisanal bug cage
00001ea5,Pull-up-bar stand
00001eb9,Elaborate kimono stand
00001ebb,Angled signpost
00001ebc,Surfboard
00001f5f,Fountain
00001fa0,Record box
00001fd6,South Pole
00002021,Arcade fighting game
00002022,Arcade combat game
00002023,Arcade mahjong game
00002069,Stovetop espresso maker
0000206a,Bunk bed
000020df,Imperial dining lantern
000020e1,Wall-mounted tool board
000020e2,Fragrance diffuser
000020e3,Garden wagon
00002110,Newton's cradle
00002111,Velvet stool
000021a0,Pyramid
000021fe,Sphinx
00002279,Golden casket
0000227a,Wooden table mirror
0000251e,Clothes closet
0000251f,Mic stand
0000255d,Mobile
00002560,Construction sign
00002570,Beach ball
00002593,Utility pole
000025aa,Iron closet
000025e2,Baby panda
000025e3,Mama panda
000025e4,Papa panda
00002626,Mini fridge
00002627,Garbage bin
00002656,Lucky gold cat
00002804,Fragrance sticks
000029f6,Bamboo stool
000029f7,Bamboo speaker
00002b5a,Mantis-head model
00002b5b,Grasshopper-head model
00002b5c,Wasp-head model
00002b77,Mounted black bass
00002b78,Mounted blue marlin
00002bae,Butterfly-fish model
00002bfc,Golden arowana model
00002bfd,Golden gears
00002c13,Brine-shrimp aquarium
00002e5a,Ant farm
00002ea5,Stone arch
00002ea6,Street piano
00002ea7,Stone tablet
00002f6b,DAL mug
00002f6c,DAL model plane
00002fa9,ひろばのベンチ
00002fae,Flat garden rock
00002faf,Arcade seat
00002fb0,Mossy garden rock
00002fb1,パニエルのせんたくおけ
00002fb2,パニエルのものほしロープ
00002fc5,パニエルのいしがま
00002fc6,Festive top set
0000302c,Natural square table
00003050,Market Place decoration
00003051,Fortune-cookie cart
00003052,Brake Tapper
00003053,OK Motors sign
00003054,Pocket modern camper
00003055,Pocket vintage camper
00003056,Campsite sign
0000306e,Bunny Day arch
0000307c,Wobbling Zipper Toy
0000307d,Bunny Day lamp
0000307e,Bunny Day bed
0000307f,Bunny Day stool
00003081,Bunny Day glowy garland
00003082,Bunny Day wall clock
00003083,Bunny Day merry balloons
00003084,Bunny Day vanity
00003085,Bunny Day festive balloons
00003094,Bunny Day table
00003095,Bunny Day wardrobe
00003096,Bunny Day basket
000030ff,Nintendo Switch
00003123,ACNH Nintendo Switch
